,index,Restaurant,Location,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
1232,5502,ID_3717,"Chandni Chowk, Kolkata",250,50,2.9,50,14,65
1389,2793,ID_3717,"Moulali, Kolkata",250,50,2.9,50,14,65
126,4710,ID_3718,"Delhi High Court, India Gate",100,50,4.1,287,76,30
5940,7834,ID_3719,"Hyderabad Public School, Begumpet",100,50,3.5,42,13,45
2303,1488,ID_372,"Delhi Administration Flats, Timarpur",100,50,3.3,12,1,30
468,7906,ID_372,"Babarpur, New Delhi, Delhi",100,50,3.3,12,1,30
4288,7009,ID_3720,"Sector 3, Marathalli",300,99,3.7,134,92,45
666,1891,ID_3721,"MG Road, Pune",200,99,2.7,30,2,65
8839,10444,ID_3722,"Yerawada, Pune, Maharashtra",200,50,-,-,-,30
4930,9581,ID_3723,"Tiretti, Kolkata",100,50,3.8,119,38,45
4778,8054,ID_3723,"Moulali, Kolkata",100,50,3.8,119,38,45
5630,4313,ID_3724,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,2.5,158,72,45
8459,10863,ID_3725,"FTI College, Law College Road, Pune",100,50,2.9,54,13,45
6171,2987,ID_3726,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,99,3.4,36,5,45
3969,8918,ID_3727,"FTI College, Law College Road, Pune",100,50,3.6,29,8,45
6238,11034,ID_3728,"Sandhurst Road, Mumbai CST Area",100,50,-,-,-,30
2282,8847,ID_3728,Mumbai Central,100,50,-,-,-,30
4719,1388,ID_3729,"D-Block, Sector 63, Noida",350,99,3.3,35,18,65
2616,1086,ID_3730,"Nathan Road, Mangaldas Road, Pune",200,50,3.7,51,29,30
5930,8430,ID_3730,"Yerawada, Pune, Maharashtra",200,50,3.7,51,29,30
4681,4530,ID_3731,"D-Block, Sector 63, Noida",250,50,4.1,146,107,30
3366,7639,ID_3733,Mumbai Central,200,50,3.2,11,2,30
4475,10606,ID_3733,"Sandhurst Road, Mumbai CST Area",200,50,3.2,11,2,30
8292,3831,ID_3734,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,-,-,-,30
803,5618,ID_3735,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",250,50,-,-,-,30
4646,10408,ID_3737,"Tejas Nagar Colony, Wadala West, Mumbai",100,50,3.0,8,1,30
4137,9873,ID_3738,"Sector 3, Marathalli",200,50,3.2,126,20,65
4172,8854,ID_3739,"Babarpur, New Delhi, Delhi",200,50,3.6,63,31,30
981,9072,ID_374,Pune University,100,50,-,-,-,30
7144,9897,ID_3740,"Rmz Centennial, I Gate, Whitefield",550,350,4.0,3324,2146,65
8420,2758,ID_3741,"Sandhurst Road, Mumbai CST Area",200,50,3.9,37,32,30
5056,9260,ID_3741,Mumbai Central,200,50,3.9,37,32,30
2494,2684,ID_3741,"Dockyard Road, Mumbai CST Area",200,50,3.9,37,32,30
6106,10361,ID_3743,"MG Road, Pune",200,50,3.6,20,12,30
2657,6485,ID_3743,"FTI College, Law College Road, Pune",200,50,3.6,20,12,30
8626,4103,ID_3744,"Sandhurst Road, Mumbai CST Area",200,50,3.8,91,44,45
5047,6652,ID_3744,Mumbai Central,200,50,3.8,91,44,45
6138,8043,ID_3745,Delhi University-GTB Nagar,50,50,-,-,-,30
7075,9253,ID_3746,"Tiretti, Kolkata",150,50,-,-,-,30
8150,7757,ID_3746,"Chandni Chowk, Kolkata",150,50,-,-,-,30
2642,2930,ID_3746,"Moulali, Kolkata",150,50,-,-,-,30
2767,4486,ID_3747,"Sector 3, Marathalli",100,50,3.5,13,4,30
5317,3519,ID_3748,"Musi Nagar, Malakpet, Hyderabad",100,50,3.4,5,-,30
1101,7058,ID_3751,"Sector 1, Noida",100,50,-,-,-,30
7551,270,ID_3752,"Sector 3, Marathalli",200,99,3.2,7,2,65
8282,9226,ID_3753,"Sector 1, Noida",450,99,3.9,601,400,45
4470,10216,ID_3753,"Sector 14, Noida",450,99,3.9,601,400,45
5945,568,ID_3754,"Delhi Administration Flats, Timarpur",200,50,3.7,110,56,65
3308,323,ID_3755,Delhi University-GTB Nagar,250,50,3.9,297,145,45
6819,280,ID_3755,"Delhi Administration Flats, Timarpur",250,50,3.9,297,145,45
7434,10289,ID_3756,"Delhi High Court, India Gate",250,99,4.5,777,261,45
3428,7748,ID_3758,Mumbai Central,150,50,-,-,-,45
1092,10649,ID_3759,"MG Road, Pune",100,50,3.5,24,17,30
1317,4299,ID_3760,"Yerawada, Pune, Maharashtra",100,50,NEW,-,-,30
1893,2196,ID_3763,"MG Road, Pune",100,0,2.7,23,6,30
1838,11048,ID_3763,"Yerawada, Pune, Maharashtra",50,50,3.2,15,4,30
2706,7088,ID_3766,"Sandhurst Road, Mumbai CST Area",150,50,3.4,14,11,30
5352,8611,ID_3767,"Delhi Administration Flats, Timarpur",600,50,4.2,713,560,30
5075,566,ID_3768,"Tejas Nagar Colony, Wadala West, Mumbai",50,50,3.8,-,-,30
5721,10318,ID_377,"Yerawada, Pune, Maharashtra",350,50,3.6,95,59,30
613,2233,ID_3771,Mumbai Central,150,50,-,-,-,30
5250,6012,ID_3772,Pune University,200,50,4.0,359,148,45
7426,6734,ID_3773,"Sandhurst Road, Mumbai CST Area",100,50,3.6,86,48,30
3634,5490,ID_3775,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,4.0,154,69,30
3493,612,ID_3775,Majestic,100,50,4.0,113,60,30
298,1795,ID_3776,"Sector 1, Noida",200,99,3.6,73,51,45
2283,6044,ID_3776,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.0,28,6,30
583,4298,ID_3776,"Sector 14, Noida",200,99,3.6,73,51,45
5586,9399,ID_3777,"Rmz Centennial, I Gate, Whitefield",100,50,3.8,10,4,30
3819,9634,ID_3777,"Dockyard Road, Mumbai CST Area",150,50,3.7,108,31,30
845,1289,ID_3777,"Sandhurst Road, Mumbai CST Area",150,50,3.7,108,31,30
3748,6,ID_3777,Mumbai Central,150,50,3.7,108,31,30
5193,574,ID_3777,"Sector 3, Marathalli",100,50,3.8,10,4,30
1945,5398,ID_3778,"Mico Layout, Stage 2, BTM Layout,Bangalore",50,50,3.2,9,1,30
7164,200,ID_3779,"Tiretti, Kolkata",100,50,3.6,31,15,30
7225,9909,ID_3779,"Moulali, Kolkata",100,50,3.6,31,15,30
3011,1773,ID_378,"D-Block, Sector 63, Noida",150,50,NEW,-,-,10
3406,1706,ID_3783,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.9,51,24,30
6343,7875,ID_3785,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.7,51,13,45
1829,1516,ID_3787,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,NEW,-,-,30
1688,6865,ID_3788,Mumbai Central,100,50,3.3,-,-,30
5613,5510,ID_3788,"FTI College, Law College Road, Pune",100,50,3.3,5,3,30
2653,1097,ID_3788,"Sandhurst Road, Mumbai CST Area",100,50,3.4,12,7,30
1529,10767,ID_3788,"Dockyard Road, Mumbai CST Area",100,50,3.4,12,7,30
7605,6246,ID_3791,"Delhi High Court, India Gate",200,50,3.9,348,161,45
562,8958,ID_3792,"FTI College, Law College Road, Pune",150,50,NEW,-,-,30
2792,2491,ID_3793,Mumbai Central,300,99,4.0,352,130,45
1748,7951,ID_3793,"Sandhurst Road, Mumbai CST Area",300,99,4.0,352,130,45
5835,7644,ID_3794,"Rmz Centennial, I Gate, Whitefield",200,50,3.6,11,5,30
6510,1617,ID_3795,Majestic,150,50,3.4,5,1,30
7628,3784,ID_3796,"D-Block, Sector 63, Noida",150,50,NEW,-,-,30
818,2861,ID_3796,"Sector 1, Noida",150,50,NEW,-,-,30
8145,96,ID_3797,"Delhi High Court, India Gate",200,50,3.3,25,16,30
3899,1580,ID_3798,"Mico Layout, Stage 2, BTM Layout,Bangalore",50,99,3.4,15,8,45
3693,4989,ID_3799,Delhi University-GTB Nagar,150,50,3.3,4,-,45
1257,1727,ID_38,"Delhi High Court, India Gate",500,99,3.9,452,243,45
1931,4934,ID_3800,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.4,7,2,30
3261,533,ID_3801,"Sector 14, Noida",150,99,-,-,-,65
5610,10494,ID_3802,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.3,53,6,30
3286,2957,ID_3803,"Sector 14, Noida",200,50,2.8,267,46,45
5347,10687,ID_3803,"Sector 1, Noida",200,50,2.8,267,46,45
1605,2362,ID_3804,Majestic,50,50,3.6,12,5,30
789,5343,ID_3805,"Tejas Nagar Colony, Wadala West, Mumbai",200,50,3.3,22,10,45
4269,545,ID_3806,Delhi University-GTB Nagar,200,50,3.2,22,3,45
7890,992,ID_3806,"Delhi Administration Flats, Timarpur",200,50,3.2,22,3,45
6688,2007,ID_3807,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,-,-,-,30
3195,3530,ID_3808,"Babarpur, New Delhi, Delhi",150,50,3.6,35,19,30
6987,9013,ID_3809,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.8,125,55,45
4742,2245,ID_381,"Sector 1, Noida",350,50,2.8,52,31,30
3552,1833,ID_3811,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.7,27,7,30
2131,10094,ID_3812,"Rmz Centennial, I Gate, Whitefield",150,50,3.8,211,68,30
7545,2569,ID_3812,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.9,222,77,30
3238,723,ID_3812,"Sector 3, Marathalli",150,50,-,-,-,30
8449,892,ID_3813,"Delhi High Court, India Gate",200,50,3.2,11,8,45
184,108,ID_3814,"Delhi Administration Flats, Timarpur",150,50,3.7,35,21,30
8463,7888,ID_3814,Delhi University-GTB Nagar,150,50,3.7,35,21,30
526,2027,ID_3818,"Sandhurst Road, Mumbai CST Area",200,50,3.3,11,4,30
8775,5977,ID_3819,Delhi University-GTB Nagar,200,50,3.8,335,72,45
7347,9537,ID_382,"Sector 1, Noida",250,50,4.7,344,285,45
3582,5369,ID_382,"Sector 14, Noida",250,50,4.7,344,285,45
209,8454,ID_3822,Delhi Cantt.,200,50,3.5,24,4,45
147,5981,ID_3823,Pune University,500,50,4.0,71,28,30
8688,6878,ID_3824,"Sandhurst Road, Mumbai CST Area",200,50,3.9,363,163,30
3135,5648,ID_3824,Mumbai Central,200,50,3.9,363,163,30
7008,1692,ID_3824,"Dockyard Road, Mumbai CST Area",200,50,3.9,363,163,30
3904,3279,ID_3825,"Sector 3, Marathalli",100,50,3.6,16,7,30
2547,1664,ID_3826,"Sector 14, Noida",100,50,3.6,16,4,30
7102,10880,ID_3826,"Sector 1, Noida",100,50,3.6,16,4,30
3357,4604,ID_3827,"Yerawada, Pune, Maharashtra",100,50,3.3,15,4,45
5442,5155,ID_3827,"Nathan Road, Mangaldas Road, Pune",100,50,3.3,15,4,45
2388,2386,ID_3828,"Chandni Chowk, Kolkata",100,50,3.5,163,80,45
4850,3331,ID_3830,"Nathan Road, Mangaldas Road, Pune",200,50,3.0,10,3,45
7905,8055,ID_3831,"Sector 1, Noida",400,99,4.1,1265,587,30
844,5946,ID_3831,"Sector 14, Noida",400,99,4.1,1265,587,30
1195,3086,ID_3832,"Rmz Centennial, I Gate, Whitefield",100,50,4.0,615,184,45
8237,1770,ID_3833,"Mico Layout, Stage 2, BTM Layout,Bangalore",50,50,3.7,22,8,30
5182,4638,ID_3834,Majestic,150,50,3.9,262,60,45
3283,3835,ID_3834,"Rmz Centennial, I Gate, Whitefield",150,50,3.3,189,59,65
75,8363,ID_3835,"Babarpur, New Delhi, Delhi",200,50,3.8,40,20,30
8332,10931,ID_3838,"Rmz Centennial, I Gate, Whitefield",200,50,3.3,150,36,30
2737,10855,ID_3838,"Sector 3, Marathalli",200,50,3.3,150,36,30
8837,9870,ID_3839,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,99,3.8,98,19,45
3788,7534,ID_384,"Rmz Centennial, I Gate, Whitefield",150,50,3.8,47,18,30
1651,7396,ID_3842,"Sector 3, Marathalli",200,50,3.8,341,97,45
167,10272,ID_3843,"Mico Layout, Stage 2, BTM Layout,Bangalore",300,50,3.0,20,7,30
6207,6860,ID_3844,"Delhi High Court, India Gate",150,50,3.9,600,88,45
6609,1511,ID_3846,"Yerawada, Pune, Maharashtra",300,50,3.9,195,117,45
967,1605,ID_3846,"Nathan Road, Mangaldas Road, Pune",300,50,3.9,195,117,45
6822,3141,ID_3847,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.6,10,5,30
8793,6608,ID_3849,Majestic,250,50,3.6,87,20,45
7742,7095,ID_3853,"Delhi High Court, India Gate",150,50,2.6,16,2,30
190,5223,ID_3855,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.6,38,14,45
5878,1654,ID_3857,"D-Block, Sector 63, Noida",300,50,NEW,-,-,30
7789,9744,ID_3858,"FTI College, Law College Road, Pune",150,50,3.3,18,7,30
6834,1634,ID_3859,"Sector 14, Noida",400,50,4.3,343,292,45
8344,4327,ID_386,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.6,82,41,30
2989,6007,ID_386,Majestic,150,50,3.9,149,14,45
5159,8423,ID_386,"Sector 3, Marathalli",150,50,3.3,246,43,65
6692,9393,ID_3860,"D-Block, Sector 63, Noida",100,50,3.6,52,18,30
164,9793,ID_3861,Pune University,200,50,2.5,69,50,45
647,10981,ID_3861,"Mico Layout, Stage 2, BTM Layout,Bangalore",500,50,4.0,189,85,30
8703,4068,ID_3863,"Sector 63A,Gurgaon",100,50,NEW,-,-,30
5846,9182,ID_3864,"Dockyard Road, Mumbai CST Area",200,50,3.3,12,4,30
8761,1499,ID_3865,"Mico Layout, Stage 2, BTM Layout,Bangalore",350,99,3.8,41,17,45
3733,4686,ID_3866,"Sector 3, Marathalli",150,50,3.7,110,34,45
4767,4865,ID_3867,"Sector 14, Noida",200,50,3.8,254,46,30
6790,2366,ID_3868,Delhi University-GTB Nagar,100,50,-,-,-,30
4857,8895,ID_3869,"Moulali, Kolkata",200,50,3.6,106,32,30
6295,7858,ID_3869,"Raja Bazar, Kolkata",200,50,3.6,106,32,30
3435,44,ID_3869,"Tiretti, Kolkata",200,50,3.6,106,32,30
7424,4324,ID_3871,Delhi Cantt.,250,50,4.0,167,86,30
2878,3643,ID_3871,"Delhi Administration Flats, Timarpur",350,50,4.0,84,51,30
253,10399,ID_3871,"Sector 63A,Gurgaon",400,50,3.8,284,118,45
4460,1266,ID_3871,Delhi University-GTB Nagar,350,50,4.0,84,51,30
6893,3580,ID_3872,"Babarpur, New Delhi, Delhi",200,50,3.5,29,10,30
3453,1224,ID_3874,"MG Road, Pune",250,50,3.6,87,37,45
7494,3073,ID_3876,"Chandni Chowk, Kolkata",100,50,3.7,34,7,30
1771,5022,ID_3876,"Moulali, Kolkata",100,50,3.7,34,7,30
6868,10787,ID_3876,"Tiretti, Kolkata",100,50,3.7,34,7,30
4803,5461,ID_3878,"Babarpur, New Delhi, Delhi",200,50,3.4,22,11,30
528,8203,ID_3878,"Delhi Administration Flats, Timarpur",200,50,3.4,22,11,30
7207,429,ID_3879,"Rmz Centennial, I Gate, Whitefield",200,50,2.6,19,11,30
8185,7210,ID_388,"Rmz Centennial, I Gate, Whitefield",300,50,3.6,25,2,30
6892,7978,ID_388,"Sector 3, Marathalli",300,50,3.6,25,2,30
3709,9971,ID_3880,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,4.1,338,102,30
6864,9767,ID_3881,"FTI College, Law College Road, Pune",150,50,-,-,-,30
1029,8916,ID_3882,"Delhi High Court, India Gate",200,50,3.5,77,35,45
3828,8699,ID_3883,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.0,143,55,30
7420,559,ID_3884,"MG Road, Pune",100,50,3.4,18,7,30
5290,4525,ID_3886,"FTI College, Law College Road, Pune",100,50,3.6,157,75,45
7114,1763,ID_3887,"Yerawada, Pune, Maharashtra",200,50,3.5,14,8,30
5125,2261,ID_3887,"Nathan Road, Mangaldas Road, Pune",200,50,3.5,14,8,30
795,3902,ID_3888,"Delhi High Court, India Gate",150,50,3.2,12,5,30
3156,7685,ID_3889,Majestic,150,50,3.6,35,15,30
6126,6360,ID_389,"Sector 3, Marathalli",200,50,3.7,-,-,45
1085,954,ID_389,"Rmz Centennial, I Gate, Whitefield",200,50,3.7,-,-,45
6079,9728,ID_389,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.7,45,16,30
2647,2819,ID_3890,"D-Block, Sector 63, Noida",100,50,3.6,56,10,65
2845,6847,ID_3893,"Chandni Chowk, Kolkata",200,50,3.6,113,74,30
8117,10258,ID_3893,"Tiretti, Kolkata",200,50,3.6,113,74,30
5623,10926,ID_3893,"Raja Bazar, Kolkata",200,50,3.6,113,74,30
8725,10549,ID_3894,Delhi University-GTB Nagar,100,50,3.1,9,-,45
1799,6046,ID_3895,"Delhi Administration Flats, Timarpur",100,50,NEW,-,-,30
603,8145,ID_3897,"Mico Layout, Stage 2, BTM Layout,Bangalore",300,50,3.7,65,25,30
6067,3623,ID_3898,"BTM Layout 1, Electronic City",100,50,3.1,419,78,45
359,8126,ID_3898,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.1,419,78,45
115,8838,ID_3899,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.5,4,1,30
6906,1659,ID_390,"Yerawada, Pune, Maharashtra",200,50,2.6,61,32,65
7987,5274,ID_390,"Nathan Road, Mangaldas Road, Pune",200,50,2.6,61,32,65
8620,8398,ID_3900,"Sector 3, Marathalli",200,50,4.1,112,22,45
7379,6791,ID_3900,"Rmz Centennial, I Gate, Whitefield",200,50,4.3,298,43,65
7959,10775,ID_3900,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.3,136,21,65
8854,3245,ID_3901,"Sector 3, Marathalli",150,50,3.8,52,21,30
7336,3639,ID_3902,"MG Road, Pune",150,50,3.0,6,2,30
8232,9875,ID_3903,Delhi University-GTB Nagar,150,50,3.7,170,36,45
4167,5823,ID_3904,Mumbai Central,100,50,3.4,7,4,30
1870,9460,ID_3904,"Sandhurst Road, Mumbai CST Area",100,50,3.4,7,4,30
2933,4028,ID_3905,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,99,3.3,345,32,30
7002,7339,ID_3906,"Sector 1, Noida",200,50,4.0,713,351,30
7063,1126,ID_3907,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.5,11,3,30
7246,8433,ID_3908,"Nathan Road, Mangaldas Road, Pune",100,50,3.5,34,13,30
7503,2985,ID_3908,"Yerawada, Pune, Maharashtra",100,50,3.5,34,13,30
4565,4891,ID_3908,"MG Road, Pune",150,50,-,-,-,30
5890,9461,ID_3909,Majestic,150,50,3.7,15,10,30
5534,4773,ID_3909,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,4.0,240,60,45
2643,5746,ID_391,"Rmz Centennial, I Gate, Whitefield",200,50,3.1,13,1,45
2212,6370,ID_391,"Sector 3, Marathalli",200,50,3.1,13,1,45
4743,10886,ID_3911,Majestic,150,50,3.2,6,3,30
708,494,ID_3913,Majestic,150,50,3.5,10,-,30
2142,7385,ID_3914,"Sector 3, Marathalli",200,99,3.1,91,22,45
1638,3019,ID_3915,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.5,17,3,30
3309,7620,ID_3917,Pune University,200,50,3.5,28,17,30
4216,5257,ID_3919,Pune University,300,50,2.7,107,53,45
4369,9184,ID_392,"Sector 3, Marathalli",150,50,3.6,62,30,30
7988,9394,ID_3920,"Yerawada, Pune, Maharashtra",450,50,4.4,2709,1616,45
3392,8271,ID_3920,"Nathan Road, Mangaldas Road, Pune",450,50,4.4,2709,1616,45
7597,6010,ID_3920,"MG Road, Pune",450,50,4.4,2709,1616,45
1489,6129,ID_3922,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.5,38,11,30
2849,2254,ID_3923,"D-Block, Sector 63, Noida",200,50,3.6,33,10,30
471,6517,ID_3924,Majestic,50,50,4.1,480,178,30
699,9622,ID_3925,Majestic,100,50,3.3,4,-,30
8141,5405,ID_3925,Majestic,100,50,3.6,15,-,30
5370,5037,ID_3926,Delhi Cantt.,400,50,4.0,323,256,45
1141,2011,ID_3928,"Babarpur, New Delhi, Delhi",250,50,3.3,29,6,45
6626,629,ID_3929,"Delhi High Court, India Gate",100,50,3.8,241,88,45
7435,480,ID_3930,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,NEW,-,-,45
4847,9671,ID_3931,"Moulali, Kolkata",100,50,3.3,16,4,30
2967,2545,ID_3931,"Chandni Chowk, Kolkata",100,50,3.3,16,4,30
2453,1895,ID_3931,"Tiretti, Kolkata",100,50,3.3,16,4,30
3302,7923,ID_3932,"Yerawada, Pune, Maharashtra",100,50,3.6,238,153,30
3477,4599,ID_3933,"D-Block, Sector 63, Noida",200,50,3.4,20,5,30
604,7862,ID_3935,"Babarpur, New Delhi, Delhi",100,50,2.9,4,2,30
5098,5183,ID_3935,"Tejas Nagar Colony, Wadala West, Mumbai",150,99,4.3,1389,699,45
6678,3146,ID_3935,"Dockyard Road, Mumbai CST Area",150,99,4.3,1389,699,45
8234,2148,ID_3938,"Sector 14, Noida",150,50,3.4,42,6,45
5857,1019,ID_3938,"Sector 1, Noida",150,50,3.4,42,6,45
1043,2838,ID_3940,"Delhi Administration Flats, Timarpur",150,99,3.9,160,49,30
5640,7609,ID_3940,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,2.9,6,2,30
2565,6843,ID_3940,Delhi University-GTB Nagar,150,99,3.9,160,49,30
247,1039,ID_3941,Majestic,150,50,-,-,-,30
8801,8245,ID_3942,"FTI College, Law College Road, Pune",600,50,3.8,88,43,65
6285,4194,ID_3943,"FTI College, Law College Road, Pune",200,50,3.9,103,62,30
8168,2460,ID_3946,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.5,61,18,65
7376,3729,ID_3947,"Sector 1, Noida",100,50,3.2,7,5,30
6358,4437,ID_3949,Majestic,100,99,3.9,396,199,45
5981,9713,ID_3950,Delhi Cantt.,100,50,3.5,48,9,45
3151,8755,ID_3951,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",400,50,-,-,-,30
4036,9267,ID_3952,"Delhi High Court, India Gate",100,50,-,-,-,30
3262,857,ID_3954,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,4.3,693,233,45
4951,5820,ID_3955,"FTI College, Law College Road, Pune",150,50,3.1,5,3,30
1907,4944,ID_3955,"MG Road, Pune",150,50,3.1,5,3,30
7178,1543,ID_3957,"Delhi High Court, India Gate",200,50,4.0,1233,581,65
8082,8775,ID_3958,"Sector 14, Noida",150,50,3.6,134,66,30
6046,8134,ID_3958,"Sector 1, Noida",150,50,3.6,134,66,30
1361,1701,ID_3959,"Yerawada, Pune, Maharashtra",100,50,3.5,42,7,30
5239,6798,ID_3960,Majestic,100,50,3.4,21,6,30
1789,1813,ID_3961,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.5,21,5,45
1413,9976,ID_3962,Pune University,200,50,3.9,298,169,45
4736,2802,ID_3964,"Sector 1, Noida",200,0,4.0,28,26,30
4089,5678,ID_3965,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",350,50,3.0,4,-,30
993,841,ID_3965,"Mico Layout, Stage 2, BTM Layout,Bangalore",300,50,3.7,46,19,30
4319,4549,ID_3968,Delhi Cantt.,200,50,4.0,326,229,45
1567,964,ID_3969,Majestic,200,50,3.8,108,61,30
1334,3828,ID_3969,Delhi Cantt.,200,99,3.7,42,20,45
7570,9719,ID_3969,"Dockyard Road, Mumbai CST Area",200,99,3.7,246,83,30
8426,9131,ID_3969,"Sector 1, Noida",200,50,4.0,341,248,30
6776,1774,ID_3969,Delhi University-GTB Nagar,200,50,4.0,182,104,45
2609,9403,ID_3969,"Rmz Centennial, I Gate, Whitefield",200,99,3.7,74,44,45
6284,8260,ID_3969,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.9,41,14,45
6759,5593,ID_3969,"Tejas Nagar Colony, Wadala West, Mumbai",200,50,3.9,109,55,30
4480,4168,ID_3969,"FTI College, Law College Road, Pune",200,50,3.5,74,26,30
3018,313,ID_3969,Mumbai Central,200,99,3.7,246,83,30
4322,8095,ID_3969,"Delhi High Court, India Gate",200,99,4.1,412,302,65
8429,10182,ID_3969,"Delhi Administration Flats, Timarpur",200,50,4.0,182,104,45
1672,10912,ID_397,"Rmz Centennial, I Gate, Whitefield",200,50,3.7,127,34,45
3823,6620,ID_397,"Sector 3, Marathalli",150,50,NEW,-,-,30
4578,3114,ID_3970,"Rmz Centennial, I Gate, Whitefield",200,50,3.1,363,80,45
4864,4643,ID_3970,Majestic,200,50,3.9,452,60,45
217,3565,ID_3970,"Sector 14, Noida",200,50,3.8,1309,563,30
1643,4809,ID_3970,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.8,714,130,45
4531,2451,ID_3970,Delhi University-GTB Nagar,200,50,4.0,1415,351,45
2192,10546,ID_3970,"FTI College, Law College Road, Pune",200,99,3.3,591,133,45
2936,4453,ID_3970,"BTM Layout 1, Electronic City",200,50,4.0,714,220,45
189,713,ID_3970,"Sector 1, Noida",200,50,2.7,564,131,45
870,10219,ID_3970,"Delhi Administration Flats, Timarpur",200,50,4.0,1415,351,45
1259,6148,ID_3973,Mumbai Central,150,50,3.0,9,5,30
5319,6998,ID_3973,"Sandhurst Road, Mumbai CST Area",150,50,3.0,9,5,30
5324,4531,ID_3974,"Sandhurst Road, Mumbai CST Area",100,50,NEW,-,-,30
4060,5679,ID_3974,Mumbai Central,100,50,NEW,-,-,30
4631,5370,ID_3979,"Babarpur, New Delhi, Delhi",150,50,3.4,43,13,30
3497,5312,ID_398,"Rmz Centennial, I Gate, Whitefield",400,99,3.8,444,199,45
8777,1437,ID_398,"Sector 3, Marathalli",400,99,3.8,444,199,45
7743,6049,ID_3980,Delhi Cantt.,250,50,4.0,500,139,65
5140,5666,ID_3981,"D-Block, Sector 63, Noida",100,50,3.0,5,1,30
3098,2472,ID_3983,Pune University,200,50,3.5,40,17,30
1624,2904,ID_3984,"Sector 1, Noida",200,50,NEW,-,-,30
1861,7167,ID_3985,"Sector 1, Noida",200,50,3.6,66,12,30
1149,1455,ID_3986,Delhi Cantt.,300,50,3.5,31,14,30
1970,2594,ID_3988,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.9,159,78,65
1156,2490,ID_399,"Rmz Centennial, I Gate, Whitefield",200,50,2.9,4,1,20
846,720,ID_3990,"Sector 14, Noida",150,50,2.8,38,12,65
1922,7773,ID_3990,"Sector 1, Noida",150,50,2.8,38,12,65
8586,10203,ID_3991,"Dockyard Road, Mumbai CST Area",150,50,3.8,210,70,30
7513,8785,ID_3991,Mumbai Central,150,50,3.8,210,70,30
6605,2735,ID_3991,"Sandhurst Road, Mumbai CST Area",150,50,3.8,210,70,30
5637,1846,ID_3992,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,99,3.1,20,6,45
8743,4680,ID_3992,"D-Block, Sector 63, Noida",200,50,3.0,5,1,30
3774,21,ID_3994,"Sector 14, Noida",150,50,3.9,387,160,45
5971,2973,ID_3995,"Tejas Nagar Colony, Wadala West, Mumbai",150,50,3.0,6,2,30
3648,1954,ID_3996,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,NEW,-,-,30
4929,4429,ID_3998,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150,50,3.0,8,1,30
5557,3491,ID_4,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.0,161,105,45
